phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
8035573705,21,17,1,1,0,0,3,1,1,4,0,0,0,0
7876645223,10,17,0,3,1,1,0,0,1,3,0,0,0,0
9814247332,4,17,1,3,1,0,3,1,1,4,0,1,1,1
8210564220,6,17,0,1,0,0,3,1,2,4,0,0,0,0
9989384223,6,17,1,2,1,1,2,0,1,2,0,0,0,1
9699405633,4,17,0,3,1,1,1,1,2,4,0,1,0,1
7829489505,3,17,0,1,1,0,3,0,2,4,0,1,0,1
7899894158,16,17,0,3,1,1,0,0,0,0,0,1,0,0
8134681571,1,17,1,3,1,0,3,0,1,2,0,0,0,1
7681677131,0,17,1,3,1,1,2,1,2,4,0,1,0,0
9867609038,11,17,0,2,1,0,3,1,2,4,0,1,0,1
9761318183,7,17,1,3,0,1,2,0,1,2,0,1,0,1
9197034543,4,17,1,0,0,1,0,0,0,0,0,0,0,1
7466450882,1,17,0,2,0,0,3,0,0,1,0,1,0,0
7487531834,12,17,1,3,1,0,3,2,2,4,0,0,1,1
9968863032,8,17,1,3,1,0,3,2,2,4,0,0,0,1
9067963635,6,17,0,0,1,1,0,1,2,3,0,1,0,1
7560818994,17,17,1,2,1,1,0,2,2,4,0,1,1,1
9528795506,5,17,1,1,0,0,3,1,2,4,0,0,0,1
8649511845,30,17,0,2,1,0,3,1,2,4,0,0,0,1
8364705118,6,17,1,2,1,0,3,0,0,0,0,1,0,0
9168855543,13,17,0,2,1,1,0,0,2,4,0,1,0,0
7605743574,9,17,1,3,1,1,1,0,0,0,0,0,0,0
8851382779,40,17,0,3,1,0,3,1,1,4,0,1,0,0
9247325420,7,17,0,2,0,1,1,0,1,1,0,0,0,0
7774900276,2,17,0,3,0,1,0,2,2,4,0,1,0,1
7546627935,16,17,1,1,0,1,1,2,2,4,0,0,0,1
9154201491,30,17,1,3,1,0,3,0,1,3,0,0,0,1
8641236197,16,17,1,2,1,0,3,2,1,4,0,0,1,1
8808415138,10,17,0,1,0,0,3,1,2,4,0,0,0,1
9462488647,8,17,0,0,0,0,3,0,0,0,0,0,0,1
9093489225,3,17,1,3,0,1,0,1,2,4,0,1,0,1
9062964476,17,17,1,1,0,1,0,0,0,0,0,1,1,1
7217508813,42,17,1,0,1,1,1,2,2,4,0,0,1,0
9535315746,11,17,0,1,0,0,3,0,1,3,0,0,0,0
7678740869,9,17,1,1,0,0,3,1,2,4,0,1,0,1
8976393819,39,17,0,0,1,0,3,0,1,3,0,0,0,1
9133133210,4,17,1,2,1,1,1,0,1,2,0,1,0,1
9766764526,38,17,0,1,0,0,3,0,1,2,0,1,0,0
8787624846,2,17,0,1,1,1,1,1,2,4,0,1,0,0
8896800152,33,17,0,1,0,0,3,2,1,4,0,1,0,1
7307933599,18,17,1,1,0,1,2,1,2,4,0,1,1,1
9304068377,2,17,1,1,0,1,0,2,2,4,0,0,0,1
9717736870,12,17,0,1,1,1,0,0,1,3,0,0,0,0
8307920172,10,17,0,3,0,1,0,0,1,2,0,0,0,1
8541792850,6,17,0,0,1,0,3,2,1,4,0,1,0,0
7896628711,31,17,0,3,0,1,1,0,2,4,0,1,0,1
8147772193,20,17,1,3,0,0,3,2,2,4,0,1,0,0
8073267635,42,17,0,1,1,1,1,1,2,4,0,1,0,0
9245781608,19,17,1,3,1,0,3,1,2,4,0,0,1,1
7348921242,13,17,0,0,1,0,3,0,1,2,0,0,0,1
9533887489,11,17,0,0,0,0,3,0,1,3,0,0,0,1
9943510328,4,17,1,2,1,0,3,0,1,1,0,1,1,1
7052090826,7,17,1,0,1,1,2,1,2,4,0,0,0,1
7642652696,22,17,1,1,1,0,3,2,2,4,0,0,0,0
9914882965,20,17,1,1,0,0,3,0,0,0,0,1,1,0
9490662229,16,17,0,3,0,0,3,0,1,3,0,0,0,0
7871536383,12,17,0,3,1,1,2,0,1,2,0,0,0,0
9021983244,8,17,1,2,0,0,3,2,2,3,0,0,0,1
7106564288,18,17,0,3,0,1,0,1,1,4,0,0,0,0
9784317060,21,17,0,3,1,0,3,1,2,4,0,1,0,1
7493246686,25,17,0,3,1,1,0,0,1,2,0,1,0,0
8672855335,17,17,1,3,0,1,1,0,0,1,0,1,0,1
9665441897,13,17,0,2,0,1,2,1,2,4,0,0,0,1
9864200247,9,17,0,3,0,1,2,1,2,4,0,0,0,0
8854776427,18,17,0,1,1,1,1,1,2,4,0,0,0,0
9449947575,15,17,1,3,1,1,1,1,2,4,0,1,1,0
7968915835,22,17,1,3,0,1,2,0,1,3,0,1,0,0
9439742270,23,17,0,1,0,0,3,0,2,4,0,0,0,0
9467209187,18,17,1,1,1,1,2,0,1,2,0,0,0,0
8688550221,16,17,1,2,0,0,3,0,1,3,0,1,0,0
7869737668,10,17,1,1,1,1,2,0,0,0,0,1,0,0
9376706405,28,17,0,1,0,0,3,0,2,3,0,1,0,0
7155074162,26,17,1,3,0,0,3,1,2,4,0,1,0,1
8048341309,24,17,1,1,1,0,3,0,1,2,0,0,1,0
8918368323,19,17,1,0,1,1,2,1,2,4,0,1,0,0
9133200688,27,17,1,0,1,0,3,2,1,4,0,1,0,0
9874311656,17,17,1,1,1,1,1,0,1,3,0,0,0,0
8887988405,11,17,1,2,1,0,3,0,2,4,0,1,0,0
7633730035,9,17,0,2,0,0,3,0,0,0,0,1,0,1
9512264783,21,17,0,1,0,0,3,1,2,4,0,1,0,1
9349912397,22,17,1,0,0,0,3,1,2,4,0,1,1,0
8318513608,20,17,0,0,1,1,1,1,2,4,0,1,0,1
8427827933,18,17,1,3,0,1,0,2,2,4,0,0,0,0
9102543416,37,17,1,1,1,1,2,0,1,2,0,0,0,1
7507716232,36,17,1,2,1,1,0,2,2,4,0,1,0,0
9372979821,12,17,0,3,1,1,0,0,1,2,0,1,0,1
9709684441,25,17,1,3,0,0,3,0,2,4,0,1,0,1
9200559996,15,17,1,2,1,1,0,2,1,4,0,1,1,1
8580067200,21,17,1,1,1,0,3,0,1,2,0,1,0,0
9417693040,19,17,1,3,1,1,1,0,0,1,0,0,0,1
9190966215,13,17,1,2,0,0,3,0,1,2,0,1,0,1
8691491519,6,17,0,0,1,1,2,1,2,4,0,0,0,0
8370995302,14,17,0,3,0,0,3,2,2,4,0,1,0,1
9511519831,23,17,0,1,0,1,2,0,0,1,0,1,0,1
9610092785,20,17,1,3,0,0,3,2,2,4,0,0,0,0
9600015932,16,17,0,3,0,0,3,0,0,1,0,0,0,0
9263079774,12,17,0,3,0,0,3,0,0,0,0,1,0,1
9353951037,11,17,0,3,1,1,1,2,1,4,0,1,0,0
9508569467,25,17,0,1,1,1,2,1,2,4,0,1,0,0
7221411905,24,17,0,3,0,0,3,1,2,4,0,1,0,0
9438630533,21,17,0,0,0,0,3,2,1,4,0,0,0,1
9186434092,25,17,1,3,0,0,3,0,0,1,0,1,0,0
9455916696,17,17,1,3,0,1,0,0,1,3,0,0,0,1
9863358193,26,17,1,3,1,1,1,1,2,3,0,1,1,1
7978497641,22,17,1,0,0,0,3,0,1,3,0,1,0,0
7147898436,8,17,1,2,0,0,3,0,1,4,0,0,0,0
8426711792,23,17,0,3,0,1,0,1,2,4,0,0,0,0
8783995909,18,17,0,0,1,0,3,2,2,4,0,1,0,0
7009351170,3,17,0,2,0,0,3,1,2,4,0,0,0,1
9820282996,42,17,1,2,0,0,3,2,2,4,0,0,0,0
8583301745,27,17,0,0,1,1,0,0,2,4,0,1,0,1
8261792620,15,17,0,3,1,0,3,0,1,2,0,0,0,1
9070231256,24,17,1,3,0,0,3,2,2,4,0,1,0,1
9355229599,19,17,0,2,0,0,3,1,2,4,0,1,0,1
8696917332,28,17,0,1,1,0,3,0,0,1,0,1,0,1
9158975220,14,17,0,1,1,1,2,2,2,4,0,1,0,1
9086930300,28,17,0,1,0,0,3,1,2,4,0,1,0,0
8480317701,14,17,1,3,0,0,3,0,1,3,0,1,0,0
9799832682,22,17,1,3,0,0,3,0,1,2,0,0,0,0
9212666340,20,17,0,3,0,1,1,0,1,3,0,1,0,1
9607392765,10,17,1,3,1,0,3,0,2,4,0,0,0,0
9902311851,40,17,1,2,1,1,2,2,2,4,0,0,0,0
9850569484,29,17,1,3,1,0,3,2,1,4,0,0,1,1
9297962079,25,17,1,0,0,0,3,1,2,4,0,1,0,0
9965455072,15,17,0,1,0,1,0,0,2,4,0,0,0,0
9366573884,21,17,0,2,1,0,3,1,2,4,0,1,0,0
8082278541,0,17,0,2,0,0,3,0,0,1,0,0,0,1
9361068638,30,17,0,0,1,1,1,2,2,3,0,1,0,0
9755280306,12,17,1,3,0,1,2,1,2,4,0,0,0,1
9257348395,26,17,1,3,0,1,0,0,1,3,0,0,0,0
9754197120,11,17,1,2,0,1,0,0,1,3,0,1,0,0
8517927207,14,17,1,1,0,1,2,0,0,1,0,1,0,0
7699289765,23,17,0,3,0,1,0,2,1,4,0,0,0,1
9586041647,41,17,0,0,0,0,3,0,1,3,0,1,0,1
9267039348,34,17,1,3,1,0,3,1,2,4,0,0,1,0
9050486576,18,17,0,1,0,0,3,0,1,2,0,1,0,1
9977769482,4,17,1,1,1,0,3,2,2,4,0,1,0,0
9060365345,31,17,1,2,0,1,0,2,2,4,0,1,1,1
7203808030,27,17,1,1,0,0,3,1,2,4,0,1,0,1
7352033171,30,17,0,3,0,0,3,1,2,4,0,1,0,1
7327078654,25,17,1,3,1,0,3,1,1,4,0,0,0,1
9015819454,36,17,1,3,0,0,3,0,1,3,0,0,0,1
8260100420,24,17,1,2,1,0,3,2,2,4,0,1,0,0
9607437201,10,17,0,0,1,0,3,0,2,4,0,0,0,1
9333374792,28,17,0,3,1,1,2,1,1,4,0,1,0,0
7747814131,32,17,1,3,0,0,3,0,1,3,0,1,1,1
8566153610,28,17,1,2,0,1,2,1,2,4,0,1,0,1
9367155292,26,17,0,3,1,1,2,2,2,4,0,1,0,0
7308657213,22,17,1,2,1,0,3,1,2,4,0,0,0,0
7423363648,20,17,0,3,0,0,3,1,1,4,0,0,0,1
8986424261,43,17,1,3,0,0,3,1,2,4,0,0,0,1
9991626627,18,17,0,0,1,0,3,0,1,3,0,0,0,1
9942122987,28,17,0,1,1,1,2,0,1,3,0,0,0,1
7540192611,37,17,1,3,0,0,3,0,0,1,0,0,0,0
8743805263,33,17,0,1,0,1,1,1,2,4,0,0,0,1
8033542062,23,17,1,1,1,0,3,0,2,4,0,1,1,0
9242375255,29,17,1,1,1,1,2,2,2,4,0,0,0,1
9616286501,27,17,1,0,0,1,0,0,1,3,0,0,0,0
8037827884,15,17,0,3,0,0,3,1,2,4,0,1,0,0
8700174369,41,17,1,0,1,0,3,1,2,4,0,1,0,1
9865188437,30,17,1,2,0,0,3,2,2,4,0,0,1,1
9122060680,34,17,1,3,0,0,3,0,0,1,0,0,1,0
9874098188,35,17,1,3,0,1,0,0,2,4,0,1,1,1
7398528360,32,17,1,1,0,1,0,0,1,2,0,1,1,1
9864394824,30,17,0,3,1,1,2,0,1,2,0,0,0,0
7686400588,16,17,1,2,0,0,3,0,0,0,0,0,1,1
8911524345,28,17,1,1,0,1,1,0,1,3,0,0,0,0
9810269277,14,17,0,1,0,1,1,0,0,1,0,0,0,1
9245415318,17,17,0,3,0,1,0,0,0,0,0,1,0,0
7668551686,43,17,1,0,0,1,2,1,2,4,0,0,1,0
9880706938,36,17,0,3,0,0,3,0,1,3,0,0,0,1
9141278417,31,17,0,2,0,1,1,0,1,2,0,1,0,0
8304445608,29,17,1,2,0,0,3,2,2,4,0,0,0,0
7347303094,25,17,1,1,1,0,3,1,2,4,0,0,0,1
7707901810,25,17,1,3,1,0,3,2,2,4,0,0,0,0
9549561121,0,17,1,3,0,0,3,2,2,4,0,0,1,0
7754451645,12,17,1,1,0,1,2,1,2,4,0,1,0,1
9553334717,37,17,1,1,0,0,3,0,0,1,0,0,1,1
9964649013,33,17,1,1,0,0,3,0,2,4,0,0,1,0
9174567587,35,17,1,1,1,0,3,1,2,4,0,1,1,0
8128708932,6,17,0,2,0,0,3,1,2,4,0,0,0,1
8802435894,32,17,0,0,0,0,3,1,2,4,0,0,0,0
7941986885,30,17,1,2,0,1,1,2,2,4,0,0,0,0
7155138196,26,17,0,3,0,1,2,0,1,2,0,1,0,1
9456976862,27,17,1,3,0,0,3,0,2,4,0,1,0,0
7509489848,11,17,1,2,0,0,3,0,1,2,0,1,1,1
7859616216,18,17,0,3,1,1,2,0,1,3,0,0,0,0
7818749725,37,17,0,2,1,0,3,1,2,4,0,0,0,0
7926689892,2,17,1,1,0,1,2,0,0,1,0,0,0,0
9508504433,33,17,0,0,1,0,3,0,1,2,0,0,0,0
9423584685,18,17,1,0,0,1,2,0,1,4,0,0,0,1
9597521248,31,17,0,1,1,0,3,2,2,4,0,0,0,0
9898702821,13,17,1,3,1,1,1,0,1,2,0,0,1,1
9939006546,27,17,0,3,1,1,2,1,2,4,0,1,0,1
8420046004,38,17,1,1,0,0,3,0,0,1,0,1,1,1
7701580589,18,17,1,2,0,1,2,1,1,4,0,1,0,1
9590252626,34,17,1,0,1,1,1,1,2,3,0,1,0,0
