phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
9918307486,16,12,0,1,1,0,3,1,2,3,1,1,0,0
9220943281,25,12,1,3,1,1,2,2,2,4,1,0,0,0
8619844896,10,12,1,2,1,1,1,0,1,2,1,1,1,0
7521648836,6,12,0,2,1,0,3,1,2,4,1,0,0,0
9078058080,3,12,0,1,1,0,3,0,0,1,1,0,0,0
9914075034,6,12,0,0,1,1,2,1,2,4,1,0,0,1
7863250729,0,12,0,2,1,1,2,1,2,3,1,0,0,0
9543944674,31,12,0,2,1,1,0,0,2,4,1,0,0,1
9542921685,11,12,0,1,1,0,3,0,1,2,1,0,0,0
7632465412,7,12,1,3,1,1,0,1,2,4,1,1,0,0
9866443882,4,12,0,3,1,1,0,1,2,4,1,0,0,1
9541712539,1,12,0,3,1,0,3,1,1,4,1,1,0,0
9638089086,37,12,1,0,1,1,0,0,0,1,1,1,0,1
7214857339,16,12,0,2,1,0,3,1,2,4,1,1,0,1
8367782018,12,12,1,3,1,1,2,2,2,4,1,0,1,0
9814922824,40,12,0,3,1,0,3,1,1,4,1,1,0,1
7412727825,8,12,0,0,1,0,3,0,0,0,1,1,0,1
7052482950,6,12,0,0,1,0,3,1,2,4,1,1,0,0
8484133590,5,12,1,1,1,0,3,2,2,4,1,0,0,1
9039599427,3,12,1,0,1,0,3,0,0,1,1,0,0,0
7254035566,17,12,1,1,1,0,3,0,2,4,1,1,1,1
9313947167,15,12,0,0,1,0,3,0,1,3,1,1,0,1
9540143733,28,12,0,3,1,1,1,0,1,2,1,0,0,0
8782452838,13,12,1,1,1,1,1,1,2,4,1,0,1,1
8697250286,22,12,1,3,1,0,3,0,0,1,1,0,1,1
7212029865,9,12,0,3,1,0,3,0,1,3,1,0,0,0
9235421932,7,12,1,0,1,0,3,2,1,4,1,0,0,0
7946738467,2,12,1,0,1,1,2,1,2,4,1,0,0,0
7662055191,16,12,1,1,1,0,3,2,2,4,1,0,1,0
9216662573,26,12,0,2,1,1,2,1,1,4,1,0,0,1
9291474916,10,12,1,2,1,1,1,0,0,1,1,0,0,1
9473249755,8,12,1,3,1,1,1,2,1,4,1,0,0,0
8577983184,3,12,0,3,1,0,3,2,2,4,1,1,0,1
9061579181,18,12,0,3,1,1,1,1,2,4,1,1,0,0
9918287243,21,12,1,3,1,1,0,2,2,4,1,1,0,1
9005545301,17,12,1,1,1,1,1,2,2,4,1,0,1,1
9571649712,11,12,0,3,1,0,3,0,1,2,1,0,0,1
9248602990,13,12,1,1,1,1,1,0,1,3,1,1,0,1
9259621156,9,12,1,1,1,0,3,0,1,3,1,1,0,1
7632921225,4,12,0,2,1,1,0,2,2,3,1,0,0,1
8254150309,43,12,0,1,1,1,1,1,1,4,1,0,0,0
9327072707,18,12,0,1,1,0,3,0,0,0,1,1,0,0
9123748615,6,12,0,0,1,0,3,0,0,0,1,1,0,0
9237960512,32,12,0,0,1,0,3,0,1,3,1,0,0,1
7776130327,12,12,1,3,1,1,1,1,1,4,1,1,0,0
9863363748,10,12,0,1,1,1,1,0,1,3,1,0,0,0
9635264073,6,12,0,1,1,1,0,1,2,4,1,0,0,0
8082466226,13,12,1,0,1,0,3,1,2,4,1,0,1,1
7600561618,0,12,0,0,1,0,3,1,2,4,1,0,0,1
9193366472,19,12,1,3,1,1,2,2,2,4,1,1,1,0
9935646410,19,12,0,3,1,1,1,1,2,4,1,1,0,1
8811981063,13,12,0,3,1,1,1,1,2,4,1,0,0,0
9920483280,11,12,1,3,1,0,3,1,2,4,1,1,0,1
9862516925,7,12,1,3,1,0,3,0,1,3,1,1,0,0
8019307544,20,12,0,3,1,1,2,1,2,4,1,0,0,1
7248039876,16,12,1,3,1,0,3,1,2,4,1,1,0,0
7258127748,12,12,0,1,1,0,3,0,0,0,1,1,0,0
9402182869,37,12,1,3,1,0,3,1,2,4,1,1,0,1
9815381336,30,12,1,3,1,1,0,0,0,1,1,1,0,0
7250525245,8,12,1,0,1,1,2,1,2,4,1,0,0,1
9685218280,10,12,0,1,1,1,2,0,2,4,1,0,0,0
9751330380,36,12,0,3,1,0,3,1,2,4,1,1,0,1
8270578944,30,12,1,3,1,0,3,0,0,1,1,1,1,1
