phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
9176481709,3,5,1,2,1,0,3,1,1,4,1,1,0,0
8663358110,0,5,0,3,1,1,0,0,2,3,1,1,0,1
7137995632,24,5,1,0,1,1,1,2,2,4,1,0,0,1
9547672104,35,5,0,3,1,0,3,2,1,4,1,1,0,0
7310786638,11,5,1,3,1,0,3,1,2,4,1,0,1,0
9761599688,19,5,1,3,1,1,2,2,2,4,1,0,1,0
9548783529,7,5,1,0,1,1,0,2,2,4,1,1,0,0
8025686813,4,5,1,3,1,1,0,2,2,4,1,1,0,1
9844830658,1,5,1,3,1,0,3,0,0,0,1,1,0,1
7928375812,24,5,0,1,1,1,0,0,0,0,1,1,0,0
7859637445,21,5,1,3,1,0,3,0,1,2,1,1,0,0
9683735100,12,5,0,1,1,0,3,1,2,4,1,1,0,0
8121719887,16,5,1,3,1,0,3,2,2,4,1,1,0,1
8922550480,8,5,0,3,1,0,3,2,2,4,1,0,0,1
9922221427,6,5,0,3,1,1,0,1,2,4,1,0,0,0
8041757517,5,5,1,3,1,1,2,1,2,4,1,1,0,1
8805615687,23,5,0,3,1,0,3,0,0,0,1,1,0,1
7770695932,13,5,0,3,1,0,3,1,2,4,1,0,0,1
7240366147,9,5,1,1,1,0,3,2,1,4,1,0,0,0
9509999947,7,5,1,3,1,0,3,0,0,1,1,0,0,1
7859564544,33,5,0,1,1,1,2,0,1,1,1,1,0,1
9610273657,2,5,1,2,1,1,1,1,2,4,1,1,0,0
9851937581,15,5,1,1,1,1,0,1,2,4,1,1,0,0
9706220029,14,5,0,2,1,1,0,1,2,4,1,0,0,0
9707913154,16,5,1,3,1,1,1,2,2,4,1,1,1,0
9951109194,10,5,1,3,1,1,2,0,0,1,1,0,0,1
8851801506,17,5,0,3,1,0,3,0,1,3,1,0,0,1
7716857089,8,5,1,3,1,1,1,1,2,4,1,1,0,0
9112615166,30,5,1,0,1,0,3,0,0,1,1,0,0,1
9457408123,3,5,1,1,1,1,0,0,1,3,1,1,0,0
9941190808,31,5,0,3,1,1,1,0,1,3,1,0,0,1
7089850010,17,5,1,3,1,1,1,1,1,4,1,1,1,1
8743506991,42,5,0,1,1,1,0,2,2,4,1,1,0,0
8750227597,11,5,1,1,1,1,1,1,2,4,1,1,0,0
9533003161,9,5,0,1,1,0,3,2,2,4,1,1,0,1
9423536127,4,5,1,3,1,1,2,0,0,0,1,1,0,1
9349344115,24,5,1,2,1,1,2,1,2,4,1,0,1,1
9217868386,23,5,0,0,1,1,0,1,2,3,1,0,0,0
8904751959,34,5,1,3,1,0,3,1,1,4,1,1,0,1
9178066061,18,5,0,2,1,1,1,2,2,4,1,0,0,0
8899692568,12,5,1,1,1,1,1,0,1,2,1,1,0,0
8266891743,10,5,1,2,1,0,3,1,2,4,1,1,0,0
9546280974,4,5,0,0,1,1,2,0,1,2,1,0,0,0
7003299109,6,5,1,2,1,1,0,1,2,4,1,0,0,1
8162033228,35,5,0,3,1,0,3,0,0,1,1,1,0,1
9211511385,19,5,1,3,1,0,3,1,2,4,1,1,1,1
9558931840,13,5,1,3,1,0,3,1,2,4,1,0,0,1
9322871095,11,5,1,2,1,0,3,1,2,4,1,1,0,1
8218469690,7,5,1,0,1,0,3,1,2,4,1,1,0,1
9523410687,12,5,0,3,1,1,2,0,0,1,1,1,0,1
7504854423,20,5,1,2,1,1,2,1,2,4,1,1,1,0
8992740768,16,5,0,3,1,0,3,0,1,1,1,0,0,0
9238696719,12,5,1,2,1,0,3,1,2,4,1,0,0,1
9529586087,8,5,1,1,1,1,1,1,2,4,1,0,0,0
9476953272,36,5,1,1,1,1,2,0,1,3,1,1,0,0
7049071317,9,5,1,3,1,0,3,0,0,0,1,1,1,1
9963300999,21,5,1,3,1,1,1,0,0,0,1,1,1,1
9280387216,18,5,0,1,1,0,3,0,2,4,1,1,0,0
9058194308,17,5,0,3,1,0,3,2,2,4,1,1,0,1
7481630880,6,5,0,3,1,1,1,0,1,3,1,0,0,0
9642740587,13,5,0,2,1,1,2,0,1,2,1,1,0,0
8659754598,9,5,0,2,1,1,2,0,1,3,1,0,0,1
9827675188,23,5,0,1,1,1,2,2,2,4,1,0,0,0
9343892243,18,5,0,1,1,0,3,2,2,4,1,1,0,1
9417926043,17,5,1,0,1,0,3,2,2,4,1,1,0,0
8589977460,16,5,0,3,1,1,2,2,2,4,1,0,0,0
7320055267,7,5,1,1,1,1,0,1,2,4,1,0,0,0
8865359824,43,5,0,2,1,1,1,0,1,2,1,1,0,1
9191923683,10,5,0,1,1,0,3,2,2,4,1,1,0,0
8011073016,0,5,1,1,1,1,2,2,2,4,1,1,1,0
8375545833,24,5,0,3,1,0,3,2,2,4,1,0,0,1
7766044513,4,5,1,3,1,1,0,0,1,3,1,1,1,0
7166550415,19,5,1,0,1,0,3,0,0,0,1,0,0,0
8790771813,17,5,1,3,1,1,1,0,1,2,1,1,0,1
9430430011,17,5,1,3,1,0,3,1,2,4,1,0,0,0
9002054242,11,5,1,1,1,1,2,1,2,4,1,0,0,1
9194113783,15,5,0,3,1,0,3,1,2,4,1,0,0,0
7567035073,30,5,1,0,1,1,2,1,1,4,1,1,1,1
9529378816,39,5,0,3,1,0,3,2,2,4,1,1,0,1
9033989378,2,5,1,1,1,1,0,0,1,3,1,1,0,1
9137580748,1,5,0,3,1,1,0,0,1,4,1,0,0,1
7018127612,22,5,0,3,1,0,3,1,2,4,1,0,0,0
9467731883,20,5,1,3,1,0,3,1,2,4,1,1,0,1
8963953994,18,5,0,3,1,1,2,2,2,4,1,0,0,0
7621048316,31,5,1,3,1,0,3,0,0,1,1,1,0,0
9327854861,22,5,1,3,1,0,3,2,2,4,1,0,0,0
8940311598,12,5,0,2,1,0,3,0,1,3,1,1,0,1
9193378424,15,5,0,1,1,1,0,1,2,4,1,1,0,0
9171715658,9,5,0,1,1,0,3,1,2,4,1,1,0,0
8253752723,21,5,0,3,1,0,3,2,2,4,1,1,0,1
8242486774,2,5,0,3,1,0,3,1,2,4,1,0,0,0
9596720546,19,5,1,1,1,1,0,1,2,4,1,1,0,1
9416798633,7,5,0,0,1,1,2,1,2,4,1,1,0,1
9341971610,9,5,0,1,1,0,3,1,2,4,1,1,0,1
9524277309,13,5,1,2,1,1,2,1,2,3,1,0,0,1
9396827956,32,5,0,2,1,0,3,1,2,4,1,0,0,0
9580343634,14,5,1,3,1,0,3,2,2,4,1,0,1,1
8477092179,23,5,1,1,1,0,3,0,2,4,1,0,0,1
9690386822,17,5,0,1,1,1,1,1,2,4,1,0,0,0
9872923881,20,5,0,0,1,0,3,0,1,2,1,1,0,0
8310142803,16,5,0,0,1,1,2,0,1,2,1,1,0,0
9733877888,25,5,1,3,1,0,3,1,1,4,1,0,1,1
7008162216,17,5,1,0,1,0,3,0,1,3,1,1,1,0
9168262410,16,5,1,3,1,1,2,2,2,4,1,0,0,0
7414892464,24,5,0,1,1,1,1,2,1,4,1,0,0,1
7470893819,21,5,0,2,1,1,1,1,2,4,1,1,0,1
7652097257,0,5,1,1,1,0,3,1,2,4,1,0,0,1
9167278336,17,5,0,3,1,1,0,1,2,4,1,0,0,0
7244419033,22,5,1,2,1,0,3,2,2,4,1,0,0,0
8613688532,5,5,0,3,1,1,2,0,0,1,1,0,0,1
9255574920,4,5,0,1,1,0,3,1,2,4,1,0,0,0
8881228731,38,5,0,3,1,1,2,0,1,3,1,1,0,0
8930012480,26,5,1,0,1,0,3,2,2,4,1,1,1,1
8300182477,22,5,1,3,1,0,3,2,2,4,1,1,0,0
8053042689,23,5,1,3,1,1,1,1,2,4,1,1,0,1
9262633178,18,5,0,2,1,0,3,1,2,4,1,0,0,1
9403057803,20,5,0,2,1,1,1,1,2,4,1,0,0,0
9897483837,18,5,1,1,1,1,1,1,2,4,1,1,0,1
9397720955,13,5,1,1,1,1,0,0,2,4,1,0,1,0
9164458435,14,5,0,3,1,1,2,0,1,2,1,0,0,1
8517375175,27,5,0,3,1,0,3,1,2,4,1,1,0,1
7430909188,15,5,0,1,1,0,3,0,0,1,1,1,0,0
7405369005,24,5,1,3,1,0,3,1,2,4,1,1,0,1
9408236140,19,5,0,3,1,1,0,0,0,1,1,1,0,0
8512988505,40,5,1,1,1,1,0,2,2,3,1,1,0,1
9820759044,11,5,1,3,1,0,3,0,0,0,1,0,0,0
9346727585,28,5,1,1,1,0,3,1,2,4,1,0,1,1
9934365421,14,5,1,2,1,0,3,1,2,4,1,0,0,0
9427007059,22,5,0,3,1,1,1,1,2,3,1,0,0,0
8460659460,31,5,0,2,1,0,3,2,2,4,1,0,0,0
9066640778,20,5,0,0,1,0,3,0,1,2,1,0,0,1
9297664369,40,5,0,3,1,0,3,1,1,4,1,1,0,0
8505448197,29,5,0,0,1,0,3,0,1,3,1,0,0,0
9782996329,25,5,0,3,1,1,1,1,2,3,1,1,0,0
7573360991,15,5,0,2,1,1,1,1,2,4,1,0,0,1
9098604137,21,5,0,1,1,0,3,0,0,1,1,1,0,1
7885453624,30,5,0,2,1,0,3,2,2,4,1,1,0,0
8911185996,26,5,0,1,1,1,2,0,1,2,1,0,0,0
9958368095,14,5,1,2,1,1,1,1,2,4,1,1,0,0
9119749738,23,5,0,3,1,0,3,0,0,1,1,0,0,0
9796181667,9,5,0,1,1,1,1,2,2,4,1,1,0,0
9592432377,22,5,0,3,1,1,1,1,2,4,1,1,0,0
7019153420,31,5,0,2,1,1,0,1,2,4,1,0,0,0
9987375473,27,5,1,3,1,1,1,1,2,4,1,0,0,1
7048149953,25,5,0,3,1,1,1,0,1,3,1,0,0,0
9128585133,8,5,1,1,1,0,3,1,2,4,1,0,1,1
8778910135,24,5,1,3,1,0,3,1,2,4,1,1,0,1
8470018873,27,5,0,3,1,0,3,0,1,2,1,0,0,1
9704434902,32,5,0,3,1,1,1,2,2,4,1,1,0,0
7065312382,40,5,1,1,1,0,3,1,2,4,1,0,0,0
7723836263,28,5,0,3,1,1,2,1,2,3,1,1,0,0
9942772810,26,5,1,3,1,0,3,2,1,4,1,0,0,0
9555760220,22,5,1,3,1,1,2,0,1,3,1,0,0,0
8205047267,30,5,0,0,1,1,0,0,0,1,1,0,0,1
9527454016,43,5,1,1,1,1,2,0,1,3,1,1,0,1
9059926243,12,5,0,1,1,0,3,0,1,3,1,0,0,1
7112798174,29,5,1,1,1,1,0,0,0,1,1,0,0,1
9146163767,33,5,1,3,1,1,1,2,2,4,1,0,1,1
9292939263,29,5,1,1,1,0,3,0,1,3,1,0,0,0
9292295537,27,5,1,0,1,1,1,2,2,4,1,0,0,0
7523864651,15,5,0,3,1,0,3,2,2,4,1,0,0,0
9072610751,4,5,0,3,1,0,3,0,0,1,1,1,0,0
7008484788,34,5,1,3,1,0,3,2,2,4,1,1,1,1
9027467281,30,5,0,2,1,0,3,1,2,4,1,0,0,1
9515003232,15,5,1,1,1,0,3,0,1,2,1,0,0,0
7357384388,28,5,0,1,1,1,1,1,1,4,1,0,0,1
7859110185,14,5,0,0,1,0,3,1,2,4,1,1,0,1
7005552394,6,5,0,1,1,0,3,1,1,4,1,1,0,1
9020459136,23,5,1,1,1,1,0,0,1,3,1,0,1,0
9883559376,36,5,1,0,1,0,3,0,0,1,1,0,1,1
9959241290,31,5,1,1,1,0,3,2,2,4,1,1,0,1
9082436219,32,5,1,1,1,0,3,1,2,4,1,1,0,0
9776967083,29,5,1,1,1,0,3,1,2,4,1,1,0,0
8173495179,5,5,1,0,1,1,1,1,2,4,1,1,1,1
7169857159,22,5,0,1,1,0,3,2,2,4,1,1,0,1
8274508508,25,5,1,3,1,0,3,1,2,4,1,0,0,0
8347215985,40,5,0,1,1,0,3,1,1,4,1,0,0,1
9984621815,39,5,1,1,1,1,2,2,2,4,1,1,0,0
9708134070,35,5,0,1,1,1,2,0,0,0,1,1,0,1
7655290790,32,5,1,1,1,0,3,0,2,4,1,0,0,0
