phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
8230443516,16,15,0,1,1,1,1,0,1,3,1,0,0,1
7461564385,10,15,0,2,1,0,3,0,0,1,1,1,0,1
9505024871,13,15,0,3,1,0,3,1,1,4,1,0,0,1
8555591727,6,15,1,3,1,0,3,1,2,4,1,0,0,0
9599321250,3,15,1,3,1,1,1,2,2,4,1,0,0,0
9373157125,16,15,1,2,1,0,3,1,2,4,1,1,0,0
9589612131,0,15,0,0,1,0,3,0,0,1,1,1,0,0
9549156467,9,15,0,3,1,1,1,2,2,4,1,1,0,1
9802285660,11,15,0,3,1,1,0,2,2,4,1,1,0,0
9766296050,7,15,1,0,1,1,1,2,1,4,1,1,0,1
9819590687,4,15,0,3,1,1,2,0,2,4,1,1,0,1
8090721092,1,15,1,1,1,0,3,0,1,2,1,0,0,1
9240049970,2,15,1,1,1,0,3,0,0,0,1,0,0,1
9797985068,36,15,0,2,1,1,0,0,2,4,1,1,0,0
7233028015,18,15,0,2,1,0,3,0,1,3,1,0,0,0
9219375314,15,15,1,1,1,1,2,0,0,1,1,1,0,0
8882933960,12,15,0,0,1,1,1,1,2,4,1,0,0,1
7718167517,25,15,0,3,1,0,3,0,2,4,1,0,0,1
8268127512,1,15,0,3,1,0,3,1,2,4,1,1,0,1
8912098112,8,15,0,1,1,1,1,0,1,2,1,1,0,1
8712400165,6,15,0,2,1,0,3,0,0,0,1,1,0,0
9701779512,18,15,1,3,1,1,0,2,2,4,1,1,0,0
8376733100,5,15,1,1,1,1,2,0,2,4,1,1,0,0
9086901729,26,15,0,1,1,0,3,1,2,3,1,1,0,1
7222600730,13,15,0,3,1,1,2,0,1,2,1,1,0,1
7181765290,9,15,0,3,1,1,2,1,1,4,1,1,0,0
9167341674,7,15,0,3,1,0,3,2,2,4,1,1,0,1
9595205570,2,15,1,0,1,0,3,0,2,4,1,0,0,1
9296760912,25,15,0,3,1,0,3,0,1,2,1,0,0,1
7933579839,16,15,1,2,1,0,3,1,2,4,1,0,1,1
9945015028,12,15,0,3,1,1,2,2,2,4,1,1,0,0
9063926922,10,15,0,3,1,0,3,0,1,2,1,1,0,1
8555380785,8,15,0,3,1,0,3,2,2,4,1,0,0,0
9294113552,3,15,1,1,1,1,0,0,0,0,1,1,0,1
9808950033,2,15,1,3,1,1,0,0,1,3,1,0,0,0
9085842812,17,15,0,3,1,0,3,0,1,2,1,1,0,0
9629318958,11,15,1,0,1,0,3,2,2,4,1,1,0,1
8118526741,9,15,0,2,1,0,3,1,2,4,1,0,0,1
7428900519,10,15,1,1,1,1,0,1,2,4,1,0,0,0
9721302841,4,15,0,3,1,0,3,2,1,4,1,0,0,1
8782311006,25,15,1,3,1,1,0,0,1,3,1,1,0,0
9805964397,21,15,0,1,1,0,3,0,0,0,1,0,0,1
9640594992,14,15,0,0,1,1,0,1,2,4,1,0,0,0
9817273078,18,15,0,3,1,1,0,0,1,2,1,0,0,1
9111410520,31,15,1,3,1,0,3,1,2,4,1,0,0,0
9759660289,12,15,0,3,1,0,3,2,2,4,1,0,0,1
9499206142,10,15,0,1,1,1,2,1,2,4,1,1,0,1
9630151834,6,15,1,3,1,0,3,1,2,4,1,0,0,1
8960436597,4,15,1,1,1,1,1,1,2,4,1,1,1,1
9254286216,5,15,0,0,1,1,1,1,2,4,1,1,0,0
8717791349,17,15,0,3,1,0,3,0,0,1,1,1,0,0
8250259705,40,15,0,3,1,1,2,2,2,4,1,1,0,1
7372817054,19,15,0,3,1,1,2,1,2,4,1,1,0,1
7419515259,13,15,0,3,1,0,3,2,1,4,1,1,0,1
9645359046,4,15,0,2,1,1,2,0,2,4,1,0,0,1
9046399457,11,15,1,3,1,0,3,0,2,4,1,0,0,0
9929635327,18,15,0,0,1,1,1,2,2,4,1,0,0,1
9660756417,7,15,1,3,1,1,1,1,2,4,1,1,0,1
7265962731,13,15,0,2,1,0,3,1,2,4,1,0,0,0
8782048393,0,15,1,2,1,1,1,0,1,2,1,0,0,1
9508221407,13,15,0,3,1,1,2,2,2,4,1,1,0,1
7031781427,20,15,0,1,1,0,3,0,1,3,1,1,0,1
9563444209,7,15,0,3,1,1,1,2,2,4,1,0,0,1
9350173523,16,15,1,1,1,1,1,2,1,4,1,1,0,0
