phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
8337810775,10,10,1,1,1,1,0,0,1,3,0,1,0,1
9114476884,6,10,0,2,1,1,0,1,2,4,0,1,0,0
9070341879,3,10,0,3,1,1,1,2,2,4,0,1,0,1
9154473545,0,10,0,3,1,0,3,0,2,4,0,1,0,1
9868581503,7,10,1,0,1,0,3,1,2,4,0,1,0,1
9048167196,11,10,0,1,1,0,3,1,2,4,0,1,0,0
8257140763,7,10,1,3,1,1,1,1,1,4,0,0,0,0
9470315865,32,10,0,1,1,1,1,0,1,3,0,1,0,1
8601343335,4,10,1,0,1,1,2,2,1,4,0,0,0,1
8739066663,3,10,1,3,1,1,2,0,1,2,0,1,0,0
8995234763,34,10,1,1,1,1,2,2,2,4,0,1,0,1
8686700985,1,10,0,3,1,1,0,0,0,1,0,0,0,0
9489123813,8,10,0,3,1,0,3,2,2,4,0,0,0,1
8679853641,12,10,0,3,1,0,3,0,0,0,0,1,0,1
8498806326,41,10,0,1,1,1,2,2,2,4,0,0,0,1
8345826430,8,10,1,2,1,0,3,2,2,4,0,0,0,0
8043017458,6,10,1,2,1,1,1,0,1,1,0,0,0,0
7795206883,13,10,0,1,1,0,3,1,2,4,0,1,0,1
7960471359,5,10,0,2,1,1,2,0,1,2,0,1,0,1
7789219918,13,10,0,2,1,0,3,1,2,4,0,1,0,1
9723402985,9,10,1,1,1,1,1,0,1,3,0,0,0,0
9442726940,7,10,0,2,1,0,3,0,1,3,0,0,0,0
9600855876,8,10,0,2,1,1,2,2,2,4,0,1,0,1
7142099977,2,10,0,1,1,0,3,2,2,4,0,1,0,1
8144788151,17,10,0,3,1,1,2,0,1,3,0,1,0,1
8032753698,16,10,0,3,1,0,3,0,1,2,0,1,0,1
9518212709,10,10,0,3,1,1,1,2,2,4,0,0,0,0
7878841538,8,10,1,2,1,1,1,0,1,2,0,1,0,0
9863468797,11,10,1,3,1,1,1,1,2,4,0,0,1,0
7523784846,18,10,0,0,1,1,2,1,1,4,0,1,0,1
8892217703,3,10,0,3,1,1,0,0,0,0,0,1,0,0
8058366717,31,10,1,2,1,0,3,1,2,3,0,0,1,0
7564109522,7,10,1,3,1,0,3,0,0,1,0,1,0,1
9057060649,17,10,0,3,1,0,3,1,2,4,0,1,0,1
