phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
8476481963,3,4,0,0,0,1,0,2,2,4,1,1,0,0
9127458171,0,4,1,3,0,0,3,0,1,2,1,1,0,1
9041222758,34,4,0,2,0,1,0,1,1,3,1,1,0,0
9815424359,19,4,1,2,0,0,3,0,1,1,1,1,0,1
9693450270,11,4,1,2,0,1,1,2,2,4,1,1,1,0
7026165074,7,4,1,3,0,1,1,1,2,3,1,1,0,1
9198580719,4,4,0,1,0,0,3,1,1,4,1,1,0,1
8054324481,37,4,1,1,0,0,3,2,2,4,1,0,0,1
7661915386,31,4,0,1,0,0,3,1,2,4,1,1,0,0
8278480702,1,4,0,1,0,1,0,0,0,1,1,1,0,0
8461344251,12,4,1,0,0,1,2,2,2,4,1,1,1,1
7239197611,8,4,1,2,0,0,3,1,2,4,1,1,0,1
9889599722,6,4,1,0,0,1,0,0,1,2,1,1,0,0
9856045829,5,4,1,1,0,0,3,2,2,4,1,0,0,1
9235232591,3,4,0,3,0,1,0,1,2,4,1,1,0,1
8899336222,38,4,0,3,0,1,2,0,0,1,1,0,0,1
7301564692,17,4,1,3,0,1,0,0,1,4,1,1,0,1
9354340472,13,4,0,2,0,1,1,1,2,4,1,1,0,0
9366846639,9,4,1,3,0,1,1,1,2,4,1,0,0,0
7963447735,7,4,1,2,0,0,3,0,0,1,1,0,0,1
9854868810,21,4,0,3,0,1,2,0,1,3,1,0,0,0
8089321683,2,4,1,3,0,0,3,0,2,4,1,1,0,1
8405263811,37,4,0,3,0,1,1,0,1,2,1,0,0,1
9275230033,16,4,0,1,0,0,3,0,1,4,1,1,0,1
9831028314,10,4,1,1,0,1,0,0,0,0,1,1,0,0
8588143195,8,4,1,3,0,0,3,2,1,4,1,1,0,0
8079538116,3,4,1,3,0,1,1,2,2,4,1,0,0,1
9529392367,37,4,0,3,0,1,2,0,1,2,1,0,0,0
9955707085,17,4,1,2,0,0,3,1,2,4,1,1,1,1
7758312968,41,4,0,3,0,0,3,1,2,4,1,1,0,1
8193352074,11,4,0,0,0,1,1,1,2,4,1,1,0,0
9158668645,9,4,1,3,0,0,3,0,1,2,1,1,0,1
9976434329,7,4,1,1,0,1,2,0,2,4,1,0,0,1
7039441823,4,4,0,1,0,0,3,2,2,4,1,1,0,0
7105518207,18,4,0,3,0,1,0,0,0,1,1,0,0,0
7652602055,14,4,1,3,0,0,3,0,1,3,1,0,0,0
9966541733,32,4,1,1,0,0,3,2,2,4,1,0,0,1
8844662152,12,4,1,3,0,1,1,0,0,0,1,1,0,0
7850365227,10,4,1,2,0,0,3,0,2,4,1,0,0,0
9108410629,31,4,1,3,0,1,0,0,0,1,1,0,0,0
7905002704,6,4,0,1,0,1,2,1,2,4,1,1,0,0
9854270944,27,4,1,0,0,1,2,1,2,4,1,0,0,0
9446333356,19,4,1,1,0,0,3,2,2,4,1,0,1,1
9817620501,16,4,0,3,0,0,3,0,2,4,1,0,0,1
9797291304,13,4,1,1,0,1,0,2,2,4,1,1,0,0
9762660143,11,4,1,0,0,0,3,1,1,4,1,0,0,0
9315063741,38,4,0,3,0,1,2,2,2,4,1,1,0,1
9828087113,7,4,0,2,0,0,3,0,0,1,1,0,0,0
8382737331,39,4,0,0,0,0,3,0,0,0,1,0,0,0
7890420878,20,4,1,3,0,0,3,2,2,4,1,0,1,1
9116406055,16,4,0,3,0,0,3,0,0,0,1,1,0,1
7863004547,12,4,1,2,0,0,3,0,0,1,1,0,0,0
9765185951,8,4,1,2,0,0,3,1,1,4,1,0,0,0
8709776503,21,4,1,2,0,1,2,1,2,4,1,0,1,1
9590989630,17,4,0,3,0,0,3,0,1,2,1,1,0,1
7372637069,13,4,1,2,0,0,3,2,2,4,1,1,0,0
7892259545,9,4,1,0,0,1,1,0,1,4,1,1,0,1
9965421113,11,4,0,3,0,1,2,1,2,4,1,1,0,1
